iter	Logloss
323	0.5668537908
324	0.5665705383
325	0.5663489719
326	0.5660908292
327	0.5658917221
328	0.5656809569
329	0.5655509093
330	0.565246301
331	0.5650596626
332	0.564837127
333	0.5645843759
334	0.5642328922
335	0.5640084343
336	0.5637458287
337	0.5634785967
338	0.5632028546
339	0.5630042137
340	0.5628131953
341	0.562556623
342	0.5622503644
343	0.5620358387
344	0.5618397191
345	0.5615662311
346	0.5614188258
347	0.5611956637
348	0.5609655326
349	0.5607055553
350	0.5604056756
351	0.5602130391
352	0.559986621
353	0.5597694584
354	0.5595413106
355	0.5592610048
356	0.5589868038
357	0.5586742616
358	0.5584504661
359	0.55823934
360	0.5580172615
361	0.5577540623
362	0.5574741042
363	0.5571662831
364	0.5569660618
365	0.5567353836
366	0.5564750381
367	0.5562009215
368	0.5560054962
369	0.555789788
370	0.5555953892
371	0.5553934624
372	0.5551121626
373	0.5548620439
374	0.5547689867
375	0.5545341799
376	0.5542603473
377	0.5540955759
378	0.5538701551
379	0.5536217816
380	0.5533584996
381	0.5530310688
382	0.5527642091
383	0.5525484786
384	0.5523462874
385	0.5521308091
386	0.5518499526
387	0.5516921474
388	0.5514380052
389	0.5511452056
390	0.5509311023
391	0.5507316064
392	0.5504007197
393	0.5502730046
394	0.5499672375
395	0.5497506796
396	0.5495153215
397	0.5491905843
398	0.5489579915
399	0.5486750122
400	0.5484216849
401	0.5481604232
402	0.5479367228
403	0.5477150182
404	0.5475400995
405	0.5472617871
406	0.5469901475
407	0.5468721828
408	0.546606976
409	0.5463752578
410	0.5461705861
411	0.5459435651
412	0.5456236829
413	0.545345362
414	0.5450934815
415	0.544856167
416	0.5446617416
417	0.5443508351
418	0.5441466446
419	0.5438643159
420	0.5436865517
421	0.5434227282
422	0.543156583
423	0.5428982098
424	0.5426326863
425	0.5424497854
426	0.5422827448
427	0.5420746156
428	0.5418834542
429	0.541630905
430	0.5413991476
431	0.5411492246
432	0.5408828553
433	0.5406813728
434	0.5404302512
435	0.540221813
436	0.5400191286
437	0.5397325145
438	0.5395266102
439	0.5392652943
440	0.5390911341
441	0.5388449914
442	0.5385993905
443	0.5383339611
444	0.5381343766
445	0.5379079854
446	0.5376659742
447	0.5374038787
448	0.5372216661
449	0.5370083537
450	0.5367151752
451	0.5364668969
452	0.5362311304
453	0.5360069261
454	0.5357672698
455	0.5355385474
456	0.535368211
457	0.5351491933
458	0.5349580534
459	0.5346917716
460	0.534543697
461	0.5342851378
462	0.5340662351
463	0.5338085428
464	0.5335697828
465	0.5333404338
466	0.5330695814
467	0.532841586
468	0.5326187658
469	0.5323394366
470	0.5321443583
471	0.5319033227
472	0.5316736542
473	0.5314047232
474	0.5312139836
475	0.5309569894
476	0.5307545642
477	0.53047353
478	0.5302335727
479	0.5299974914
480	0.529809613
481	0.5295703796
482	0.5293743096
483	0.5291503063
484	0.5289850814
485	0.5287016823
486	0.5285290029
487	0.528353813
488	0.5282257051
489	0.5280164449
490	0.5278006017
491	0.5275760452
492	0.5273250676
493	0.5271365843
494	0.5269534777
495	0.5267018551
496	0.5264357179
497	0.5261762425
498	0.5260100383
499	0.5257140061
500	0.5255209901
501	0.5252419617
502	0.5250281781
503	0.5248165787
504	0.5246294756
505	0.5243613248
506	0.5241191697
507	0.5239032231
508	0.5237060624
509	0.5234669411
510	0.5231695906
511	0.5229070813
512	0.5226811253
513	0.5223735305
514	0.5221848522
515	0.5219833496
516	0.5217783012
517	0.5215565575
518	0.5213674395
519	0.5211432791
520	0.5209065451
521	0.5205922236
522	0.5204094077
523	0.5201360002
524	0.5199198104
525	0.5196362984
526	0.5193854862
527	0.519209039
528	0.5190676475
529	0.5188297919
530	0.5186037264
531	0.5183994556
532	0.5182238018
533	0.5179716677
534	0.5177481343
535	0.5175753427
536	0.5173819494
537	0.5171673865
538	0.5169299949
539	0.5167097772
540	0.5165562516
541	0.5162964751
542	0.5160787857
543	0.5158354435
544	0.5156015322
545	0.5153616888
546	0.5151746736
547	0.514890148
548	0.5146258811
549	0.514379369
550	0.5141938625
551	0.514034612
552	0.5137902536
553	0.5135426568
554	0.5133110896
555	0.513113095
556	0.5128854513
557	0.5126748232
558	0.5124250332
559	0.5121973347
560	0.5119467939
561	0.511689595
562	0.5114511638
563	0.5112174403
564	0.511013028
565	0.5108045079
566	0.5105593017
567	0.5103488974
568	0.5100763451
569	0.5098441658
570	0.5096351386
571	0.5094180036
572	0.5092076112
573	0.5090402521
574	0.5087676106
575	0.5085165608
576	0.5083200529
577	0.5081170952
578	0.5078891432
579	0.5076801964
580	0.507480872
581	0.507277325
582	0.5070476146
583	0.5068581403
584	0.5067053979
585	0.5065296084
586	0.5063356772
587	0.5060980251
588	0.5059110389
589	0.5057642571
590	0.5055069759
591	0.5052870476
592	0.5050316508
593	0.504822502
594	0.5046114999
595	0.5044266631
596	0.5042839533
597	0.5040428857
598	0.5038033692
599	0.5035908484
600	0.5034060643
601	0.5032122165
602	0.5029659336
603	0.5027688863
604	0.5025077737
605	0.5023237092
606	0.5021213444
607	0.5019231589
608	0.5016479127
609	0.5014938637
610	0.5013313103
611	0.5010964869
612	0.5009343718
613	0.5007000127
614	0.5004459204
615	0.5002164032
616	0.500034561
617	0.4997948542
618	0.4996215504
619	0.4993806371
620	0.499145917
621	0.4988798391
622	0.4986227694
623	0.4983944263
624	0.4981806114
625	0.4979408898
626	0.4976998033
627	0.4974592052
628	0.4972120732
629	0.4969946258
630	0.4967970184
631	0.4965863999
632	0.4963444267
633	0.4961843631
634	0.4959652791
635	0.4957069986
636	0.4954885625
637	0.4952998479
638	0.4951063651
639	0.494869939
640	0.4946318972
641	0.4944108574
642	0.4942321703
643	0.4939984321
644	0.4937951297
645	0.4936075815
646	0.4933985891
647	0.4931498935
648	0.4929951168
649	0.49278226
650	0.4925723088
651	0.49235757
652	0.492196972
653	0.4919936999
654	0.4917759075
655	0.4914981749
656	0.4913013388
657	0.49104684
658	0.4908686198
659	0.4906398941
660	0.4904142616
661	0.4901939529
662	0.4900040903
663	0.4898022663
664	0.4895521348
665	0.4893598464
666	0.4891694986
667	0.4890029634
668	0.4887936609
669	0.488569704
670	0.4883520955
671	0.4881878211
672	0.4879669777
673	0.487784409
674	0.4876142213
675	0.4874309876
676	0.4872410046
677	0.487019785
678	0.4868748743
679	0.4866577844
680	0.4864603924
681	0.4862793266
682	0.4860889685
683	0.4858542912
684	0.4856384588
685	0.4853881991
686	0.4851071289
687	0.4849627193
688	0.48477857
689	0.4845635775
690	0.4843497978
691	0.4841647139
692	0.4839630124
693	0.4837706142
694	0.4836196183
695	0.4834130086
696	0.483189243
697	0.4829595161
698	0.4827797495
699	0.4826038787
700	0.4823894612
701	0.4821458839
702	0.4819913478
703	0.4818193976
704	0.4815902817
705	0.4813295947
706	0.4810869297
707	0.4809363099
708	0.4807092068
709	0.4804873213
710	0.4803047741
711	0.4801200032
712	0.4799117872
713	0.4796767758
714	0.4795168248
715	0.4793202678
716	0.4791255594
717	0.4789520005
718	0.4787678001
719	0.4785520806
720	0.4783581839
721	0.4781415192
722	0.4779310149
723	0.4777365268
724	0.4775374479
725	0.4773394066
726	0.4771067574
727	0.4768909643
728	0.4767296714
729	0.4765186466
730	0.4762755324
731	0.4761094854
732	0.4758928262
733	0.4756510055
734	0.4753883745
735	0.4752048122
736	0.4750551518
737	0.4748811588
738	0.4746918822
739	0.4744508685
740	0.4741983237
741	0.4739558305
742	0.4738041305
743	0.4735803367
744	0.4734111862
745	0.473217074
746	0.4729955307
747	0.4728090631
748	0.4726483162
749	0.4724553216
750	0.4722545838
751	0.4720476339
752	0.4718246101
753	0.4716301774
754	0.471421994
755	0.471205904
756	0.4710407831
757	0.4708544972
758	0.4707170074
759	0.4705412278
760	0.4703292831
761	0.4700979856
762	0.4699194223
763	0.4697696818
764	0.4696235896
765	0.4694753987
766	0.4692601135
767	0.4690199478
768	0.4688555955
769	0.4686963646
770	0.4685283049
771	0.4683548633
772	0.4681674622
773	0.4679672851
774	0.4677775285
775	0.4676093769
776	0.4673672948
777	0.4671454323
778	0.4669498897
779	0.4667387702
780	0.4665516207
781	0.4663679054
782	0.4662005448
783	0.4659647696
784	0.465737013
785	0.4655552816
786	0.4653278193
787	0.4651303118
788	0.4649265356
789	0.4647800818
790	0.4646497249
791	0.4644549633
792	0.4642891093
793	0.4641083016
794	0.4639703343
795	0.4637673243
796	0.4635603675
797	0.4633912059
798	0.4631905526
799	0.4630273382
800	0.4628360096
801	0.462652467
802	0.4624431209
803	0.462264535
804	0.4620911411
805	0.4619023701
806	0.4617404075
807	0.4615297441
808	0.4613469983
809	0.46121229
810	0.4609995505
811	0.4608088937
812	0.46064416
813	0.4604410972
814	0.4602636137
815	0.4600949537
816	0.4598781538
817	0.4597540832
818	0.4595850653
819	0.459392403
820	0.4591892533
821	0.4590565186
822	0.4588901553
823	0.458745372
824	0.4585574685
825	0.4583451508
826	0.4581894408
827	0.4580126451
828	0.4578750925
829	0.4577273957
830	0.4575526246
831	0.457339176
832	0.4571967082
833	0.4569871359
834	0.4568083615
835	0.4566144732
836	0.4564130814
837	0.4562268811
838	0.4560902457
839	0.455916258
840	0.4557071847
841	0.4555648493
842	0.45537513
843	0.4551843103
844	0.4549870608
845	0.4548002091
846	0.4546035792
847	0.4544181306
848	0.454305232
849	0.4540907625
850	0.4539115001
851	0.4537805527
852	0.4535980229
853	0.4533981188
854	0.4532145699
855	0.4530190275
856	0.4529420281
857	0.4527614545
858	0.452615353
859	0.4524417615
860	0.4522659512
861	0.4520814883
862	0.4519090407
863	0.4516917508
864	0.4515561957
865	0.4513859309
866	0.4512262816
867	0.4510527803
868	0.4508465208
869	0.4507218723
870	0.4505511934
871	0.4504189292
872	0.4502504144
873	0.4500089805
874	0.4498081062
875	0.4496249637
876	0.4494323151
877	0.4492750051
878	0.4491525113
879	0.4490488937
880	0.448897885
881	0.4487058942
882	0.4484833683
883	0.4483089577
884	0.4480857628
885	0.4479432146
886	0.4478094648
887	0.4475784377
888	0.4474184888
889	0.4471774873
890	0.4469701352
891	0.4467883289
892	0.4465925009
893	0.4463854217
894	0.4461572116
895	0.4459397764
896	0.4457220586
897	0.4455612233
898	0.445369871
899	0.445205017
900	0.4450205069
901	0.4448444809
902	0.4445986156
903	0.4444283074
904	0.4442406387
905	0.443990332
906	0.4438086379
907	0.4435773768
908	0.4434556309
909	0.4432631855
910	0.4430601696
911	0.4428698856
912	0.4426629384
913	0.4425485229
914	0.4423493038
915	0.4421714061
916	0.4420437452
917	0.4418532296
918	0.4416306968
919	0.4415292669
920	0.441352773
921	0.441218848
922	0.4409897531
923	0.4408626634
924	0.4407004558
925	0.4405593393
926	0.4403712122
927	0.440238471
928	0.4401029005
929	0.4399442044
930	0.4397064418
931	0.4395530297
932	0.4393355142
933	0.4391312711
934	0.4389240714
935	0.4387264181
936	0.4385980963
937	0.4383957207
938	0.4382107885
939	0.4380690373
940	0.4378710639
941	0.4377161407
942	0.4375208839
943	0.4373375838
944	0.437155907
945	0.436973236
946	0.4367464213
947	0.4365259307
948	0.4364083159
949	0.4362651642
950	0.4360597106
951	0.4359002994
952	0.4356824581
953	0.43551145
954	0.4352945639
955	0.4350803901
956	0.4349220924
957	0.4348125426
958	0.4345249763
959	0.4344190248
960	0.4342349466
961	0.4340245079
962	0.4338586305
963	0.4336641084
964	0.4335034626
965	0.4333508333
966	0.4332044779
967	0.432986548
968	0.4328717568
969	0.4327354821
970	0.4325341475
971	0.4323547632
972	0.4321949087
973	0.4319949555
974	0.4318049947
975	0.4315787715
976	0.431436332
977	0.4312228407
978	0.4310442658
979	0.4308926353
980	0.430703851
981	0.4305268804
982	0.4303614017
983	0.4301888691
984	0.430001243
985	0.4298527442
986	0.429687556
987	0.4295061675
988	0.4293258495
989	0.4291838719
990	0.4290170817
991	0.4288890089
992	0.4287128475
993	0.4284978391
994	0.4283265607
995	0.4281772817
996	0.4279871357
997	0.4278859164
998	0.427670595
999	0.4275322025
